TYPEHUQ,HDD30YR,CDD30YR,BEDROOMS,NCOMBATH,TOTROOMS,CELLAR,GARGHEAT,HEATROOM,ACROOMS,USECENAC,TEMPNITEAC,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,KWHCOL,KWHRFG,KWHOTH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELOTH,DOLLAREL
2,973,3602,3,1,5,0,-2,2,-2,-2,-2,1092,437,437,11247,4891.91,1017.44,5337.65,734.63,0.00,152.79,801.57,1689
4,4928,1351,2,2,5,0,-2,5,5,1,-2,1183,1183,1183,16164,494.74,1174.52,7691.13,44.32,261.75,105.22,688.99,1448
2,4512,1663,2,1,4,1,0,4,4,3,75,3384,1499,1499,7060,1881.95,787.23,3977.30,162.34,0.00,67.91,343.08,609
2,6637,606,4,2,8,1,-2,8,-2,-2,-2,2592,2592,0,10156,0.00,936.85,9219.15,0.00,0.00,146.30,1439.70,1586
2,5726,724,2,1,4,0,-2,4,-2,-2,-2,912,912,228,5780,94.32,862.79,4822.89,10.43,0.00,95.38,533.19,639
2,6188,672,3,1,6,1,-2,6,-2,-2,-2,2775,1850,0,10805,0.00,1730.15,9074.85,0.00,0.00,207.52,1088.48,1296
2,4465,1044,4,1,8,0,0,7,7,3,72,2048,1573,1573,10013,1245.01,723.72,5375.50,114.39,0.00,66.50,493.90,920
2,6615,186,3,1,6,0,-2,6,-2,-2,-2,1699,1699,566,11162,99.25,1354.33,6668.40,8.31,254.65,113.45,558.59,935
2,5869,687,3,3,6,1,1,6,-2,-2,-2,5256,4500,0,12528,0.00,2128.84,7811.56,0.00,555.19,456.76,1676.04,2688
2,6366,836,4,1,7,0,0,4,4,2,68,2131,989,989,4750,342.42,449.36,3958.22,45.07,0.00,59.14,520.97,625
2,7178,323,3,2,7,1,-2,7,-2,-2,-2,1632,1632,0,5203,0.00,845.06,4357.94,0.00,0.00,75.20,387.80,463
2,1491,1541,2,2,6,0,-2,6,6,2,74,1966,1966,1966,18944,4738.87,1505.15,12699.99,689.92,0.00,219.13,1848.95,2758
2,691,3998,3,2,6,0,0,6,6,3,79,2808,2408,2408,30143,12341.82,2650.41,10391.12,1830.62,488.32,393.13,1541.28,4471
5,1233,787,-2,1,1,-2,-2,1,-2,-2,-2,735,735,735,1719,65.65,185.07,509.79,3.09,23.52,8.72,24.02,81
2,6278,612,4,2,8,1,0,8,-2,-2,-2,5850,3900,0,2163,0.00,210.36,1952.64,0.00,0.00,27.72,257.28,285
5,2187,2678,-2,1,1,-2,-2,1,1,3,77,400,400,400,9381,1125.96,1320.94,2380.10,139.47,302.67,163.62,294.82,1162
2,1233,4038,4,2,7,0,0,7,7,3,78,2442,2042,2042,13127,5472.26,1321.44,6333.30,758.70,0.00,183.21,878.08,1820
2,2942,1694,3,2,6,0,-2,6,6,3,72,2700,1688,1688,20510,2714.90,868.54,10968.07,314.91,385.97,100.74,1272.21,2379
3,2557,1475,3,2,5,0,0,5,5,1,-2,1335,935,935,6994,579.07,1400.92,5014.02,54.40,0.00,131.60,471.01,657
3,6180,1143,3,1,5,0,0,5,5,3,76,1560,1310,1310,5433,600.02,484.33,4040.14,60.52,0.00,48.85,407.51,548
5,4115,1556,-2,1,1,-2,-2,1,1,3,65,344,344,344,4601,830.49,1362.15,2408.37,113.72,0.00,186.51,329.77,630
3,6119,626,3,1,7,1,-2,7,-2,-2,-2,2541,1817,1091,8572,141.33,772.35,7658.32,16.39,0.00,89.56,888.05,994
2,2314,2464,3,1,5,0,-2,5,5,3,75,1176,1176,1176,11196,3370.80,1103.50,6721.71,295.95,0.00,96.89,590.16,983
4,4743,1188,2,1,5,1,-2,5,-2,-2,-2,1424,844,0,1959,0.00,538.36,1420.65,0.00,0.00,165.16,435.84,601
2,4023,1502,5,4,10,0,0,10,10,3,75,7200,6550,6550,11100,4306.31,549.61,4150.61,436.84,0.00,55.75,421.04,1126
2,6206,581,4,3,8,1,0,8,8,1,-2,4182,3502,3502,8075,526.50,1620.96,5927.54,39.45,0.00,121.45,444.11,605
2,3661,1693,2,1,5,0,-2,5,5,2,71,834,834,834,21857,1706.46,1897.12,10866.16,158.18,239.32,175.85,1007.22,2026
5,5915,546,1,1,3,-2,-2,3,3,2,72,960,960,960,3319,318.50,861.24,2139.26,36.18,0.00,97.83,243.00,377
5,1195,3197,2,1,4,-2,-2,4,4,3,73,1167,1167,1167,6398,2118.42,660.18,1891.68,286.74,110.99,89.36,256.05,866
2,5333,820,3,1,8,1,-2,8,-2,-2,-2,4045,2880,0,7345,0.00,1274.81,5605.59,0.00,0.00,202.72,891.40,1168
2,3039,1944,3,2,7,0,0,4,7,3,80,2118,982,1718,13648,5367.39,1650.73,6629.88,608.39,0.00,187.11,751.50,1547
2,529,3377,3,2,8,0,0,8,8,3,72,3132,2732,3132,11963,4415.05,463.11,5880.64,556.91,106.47,58.42,741.78,1509
2,6870,390,5,3,10,1,0,10,-2,-2,-2,3474,3074,0,6253,0.00,1375.68,4368.41,0.00,0.00,124.30,394.72,565
5,6700,527,1,1,3,-2,-2,3,3,1,-2,596,596,596,2818,31.26,510.02,806.52,5.06,0.00,82.53,130.51,456
2,5270,954,4,3,9,1,0,9,9,2,78,3521,2263,2263,20742,2644.93,4035.09,14061.97,480.10,0.00,732.43,2552.47,3765
4,4552,1249,3,2,7,0,-2,7,-2,-2,-2,1680,1680,720,3255,313.82,1232.03,1709.15,51.58,0.00,202.50,280.92,535
2,7413,123,4,2,8,1,0,3,-2,-2,-2,2496,526,0,17506,0.00,1317.41,11667.78,0.00,300.10,131.70,1166.38,1750
2,7597,742,5,3,10,1,0,10,10,2,76,3480,2830,2120,17821,981.98,4404.11,12434.91,89.38,0.00,400.85,1131.78,1622
3,2607,435,3,2,5,0,0,5,-2,-2,-2,1566,1316,0,5606,0.00,510.98,3545.32,0.00,0.00,61.98,430.04,680
2,6336,655,4,1,6,1,0,6,-2,-2,-2,2636,1690,1127,11823,192.58,1153.42,10477.00,38.08,0.00,228.09,2071.83,2338
2,102,4655,3,3,6,0,-2,6,6,3,78,1500,1500,1500,14770,6040.73,1615.42,4646.05,748.04,246.65,200.04,575.33,1829
5,2117,513,2,1,4,-2,-2,3,-2,-2,-2,806,605,0,1977,0.00,391.49,1150.15,0.00,0.00,46.14,135.55,233
2,553,3577,2,1,6,0,-2,6,-2,-2,-2,900,900,450,13008,5122.26,651.69,4694.47,685.57,238.02,87.22,628.31,1741
5,2560,1566,1,1,3,-2,-2,3,3,1,-2,642,642,642,6742,322.62,621.07,1735.84,27.71,163.73,53.34,149.08,579
3,5069,1236,3,3,9,1,0,6,7,1,-2,4169,3155,1433,15502,760.86,2580.53,12160.61,58.21,0.00,197.43,930.36,1186
2,8077,375,3,3,7,1,-2,6,6,1,-2,3578,2512,2512,13974,293.73,961.89,12023.98,37.77,0.00,123.69,1546.21,1797
2,1628,520,4,3,7,0,0,7,-2,-2,-2,3270,2620,0,4787,0.00,1812.49,2974.51,0.00,0.00,255.57,419.43,675
2,3436,1499,3,1,5,0,-2,3,-2,-2,-2,1150,690,0,18577,0.00,3122.59,6763.71,0.00,256.19,261.72,566.89,1557
2,2253,2564,5,2,9,0,0,8,8,2,66,3280,2560,2560,27406,5983.69,1343.13,12286.97,816.79,633.15,183.34,1677.21,3741
2,6789,767,3,1,6,1,-2,6,6,2,74,2320,2320,2320,10317,696.33,1316.88,8303.79,89.24,0.00,168.76,1064.15,1322
5,2539,482,1,1,3,-2,-2,2,-2,-2,-2,658,439,0,4950,0.00,479.16,2093.80,0.00,0.00,55.67,243.24,575
1,5384,902,2,2,5,-2,-2,4,5,3,78,980,784,980,14137,1017.22,1233.92,4210.27,89.01,208.17,107.97,368.40,1237
3,4962,1162,5,2,10,1,0,10,6,1,-2,1620,1370,599,12734,265.47,1295.24,11173.29,60.75,0.00,296.40,2556.85,2914
2,1874,1301,3,1,6,0,0,6,-2,-2,-2,1710,1310,218,11426,1113.08,1190.08,7300.87,201.46,0.00,215.39,1321.39,2068
4,6091,503,2,1,4,0,-2,4,-2,-2,-2,900,900,0,10611,0.00,678.84,4794.41,0.00,194.05,56.68,400.33,886
2,1578,3063,3,2,7,0,-2,6,7,3,78,1944,1666,1944,18038,7080.08,1296.38,7284.79,933.78,0.00,170.98,960.78,2379
2,1703,1445,5,4,9,0,0,9,9,1,-2,4601,3951,3951,9199,2520.84,1639.28,5038.89,383.92,0.00,249.66,767.42,1401
4,4662,1214,2,1,5,0,-2,5,-2,-2,-2,1029,1029,0,4045,0.00,556.02,2799.62,0.00,0.00,134.57,677.58,979
2,7769,699,3,1,5,1,-2,5,5,1,-2,1920,1920,1920,2501,259.80,487.33,1753.87,35.63,0.00,66.84,240.54,343
2,3818,833,2,1,4,0,0,4,4,2,85,1856,1606,1606,12694,1839.96,1196.98,6054.20,228.15,446.74,148.42,750.70,1574
2,2272,2209,3,2,6,0,0,6,6,2,74,2220,1820,1820,23075,4269.42,1711.95,10838.44,469.59,446.65,188.30,1192.11,2538
2,5085,886,4,2,8,0,-2,8,-2,-2,-2,3104,3104,1940,13744,2178.73,999.31,10565.96,443.55,0.00,203.44,2151.03,2798
2,2814,1713,3,2,6,0,-2,5,5,1,-2,1482,1235,1235,21156,1489.72,2458.05,9351.58,141.96,289.48,234.23,891.13,2016
1,640,3348,2,2,6,-2,-2,6,6,3,77,1680,1680,1680,12322,4210.57,632.25,4878.96,569.29,209.69,85.48,659.66,1666
2,1393,3307,3,3,8,0,0,8,8,3,76,3776,3126,3126,28063,12431.25,1828.02,9627.48,1167.69,239.40,171.71,904.32,2636
2,5176,1347,3,1,6,1,0,6,6,2,80,1656,1104,1104,10333,2093.51,1330.33,6909.17,195.31,0.00,124.11,644.58,964
2,6484,531,4,2,11,1,0,10,9,1,-2,4352,3012,2072,15635,476.13,1881.10,13277.77,88.95,0.00,351.44,2480.61,2921
2,5100,1370,4,2,7,1,1,7,7,2,67,3179,3179,1802,13820,1183.24,1431.35,5276.56,98.55,205.56,119.21,439.46,1151
2,441,3479,3,2,5,0,0,5,5,2,75,2484,2234,2234,10081,4072.28,759.34,3520.38,489.19,117.11,91.22,422.89,1211
1,2565,2485,2,2,4,-2,-2,4,-2,-2,-2,966,966,483,10134,1569.25,885.13,3908.98,190.16,249.50,107.26,473.68,1228
5,6806,516,2,1,4,-2,-2,4,-2,-2,-2,983,983,492,3970,241.13,964.93,2763.94,40.51,0.00,162.12,464.37,667
5,7981,441,1,1,3,-2,-2,2,-2,-2,-2,806,538,0,6867,0.00,694.87,1616.99,0.00,187.73,85.51,198.98,845
2,6257,861,3,3,8,0,0,8,8,2,74,2736,2336,2336,7549,852.70,1835.61,4860.69,108.89,0.00,234.41,620.71,964
2,7664,769,3,1,6,1,-2,6,6,2,75,1976,1976,1976,5614,634.34,558.01,4421.65,76.04,0.00,66.89,530.06,673
2,4596,1705,2,1,7,1,0,7,6,3,70,2226,1976,1838,14664,2421.48,619.22,11103.90,200.14,0.00,51.18,917.75,1212
2,5644,959,2,1,5,1,-2,5,5,2,78,1896,1896,1896,9899,1911.59,1660.46,5296.39,177.66,0.00,154.32,492.24,920
3,4290,1495,3,1,6,1,0,6,6,1,-2,1708,1139,1139,11437,931.83,1406.67,8353.78,70.31,0.00,106.14,630.35,863
2,5325,756,4,2,10,1,-2,10,-2,-2,-2,3352,3352,0,2133,0.00,502.90,1630.10,0.00,0.00,55.64,180.36,236
4,2554,279,2,1,4,0,-2,3,-2,-2,-2,810,608,203,2223,16.37,531.96,1170.63,2.02,0.00,65.57,144.29,274
2,1256,3004,3,2,6,0,-2,6,4,1,-2,4998,4998,3332,14225,3492.74,1535.78,5466.76,464.31,196.73,204.16,726.72,1891
5,1571,1243,1,1,3,-2,-2,1,-2,-2,-2,517,172,172,2831,254.89,420.96,1449.82,34.66,0.00,57.25,197.17,385
2,6758,508,4,1,9,1,-2,4,-2,-2,-2,2732,1013,0,5635,0.00,1726.21,3908.79,0.00,0.00,226.69,513.31,740
2,4665,1638,3,1,5,0,-2,4,4,2,96,861,689,689,7452,704.45,883.18,5864.37,67.12,0.00,84.15,558.74,710
3,6708,416,2,1,3,0,1,3,3,3,69,1080,1080,1080,9083,315.82,2512.97,6254.21,31.57,0.00,251.21,625.22,908
5,5847,876,1,1,3,-2,-2,3,-2,-2,-2,358,358,119,2579,89.88,679.69,1809.42,15.44,0.00,116.75,310.81,443
2,1324,2870,5,2,9,0,0,9,9,3,74,3642,2292,2292,31634,8839.23,3466.32,18973.48,1094.50,0.00,429.21,2349.34,3917
5,1589,1226,2,2,4,-2,-2,4,4,2,65,932,932,932,4225,785.60,770.94,2668.47,104.87,0.00,102.91,356.22,564
2,5746,720,3,2,6,0,0,6,-2,-2,-2,2058,1808,0,10400,0.00,581.50,9818.50,0.00,0.00,134.30,2267.70,2402
5,6821,446,1,1,3,-2,-2,3,-2,-2,-2,700,700,467,5049,126.92,785.37,894.60,21.14,0.00,130.82,149.01,841
3,568,3399,2,2,4,0,0,4,4,3,74,1600,1200,1200,18471,5073.70,1536.12,7848.46,652.38,319.35,197.51,1009.16,2375
2,4132,1352,3,2,8,0,1,4,-2,-2,-2,2521,1461,0,4261,0.00,1410.69,2591.79,0.00,0.00,146.66,269.46,443
5,4433,1236,2,1,4,-2,-2,4,-2,-2,-2,956,956,239,5820,117.06,824.69,2629.32,13.36,0.00,94.09,299.98,664
5,4697,1122,2,1,5,-2,-2,5,-2,-2,-2,894,894,536,6381,1749.04,1312.80,3319.16,300.14,0.00,225.28,569.58,1095
5,1401,3050,1,1,4,-2,-2,4,4,3,68,672,672,672,8274,2503.73,869.68,1937.73,231.49,133.77,80.41,179.16,765
2,1594,2720,4,2,6,0,0,6,6,3,78,2346,1946,1946,7683,4470.17,636.56,2576.27,706.34,0.00,100.58,407.08,1214
2,7427,721,4,3,8,1,0,8,8,3,74,3870,3220,3220,12067,1465.80,1039.26,8961.63,167.51,0.00,118.77,1024.12,1379
1,4908,938,2,1,4,-2,-2,4,4,1,-2,720,720,720,13733,439.84,2110.26,6899.89,31.80,309.69,152.59,498.91,993
2,967,2734,3,2,6,0,0,6,6,3,68,2267,1867,1867,14273,4110.62,782.75,5528.45,446.69,210.99,85.06,600.76,1551
5,1683,872,2,2,5,-2,-2,5,5,3,72,1318,1318,1318,4971,683.23,222.24,2153.35,83.57,140.15,27.18,263.37,608
3,2645,205,2,2,5,0,-2,5,-2,-2,-2,1321,1321,0,3496,0.00,558.84,2937.16,0.00,0.00,64.58,339.42,404
2,7094,363,3,2,7,1,1,7,-2,-2,-2,3552,2496,1298,10021,142.10,891.48,8987.42,21.53,0.00,135.04,1361.43,1518
2,657,4750,4,2,7,0,0,7,7,3,78,2030,1630,1630,24859,7242.66,1964.93,15651.41,843.46,0.00,228.83,1822.71,2895
1,6940,497,3,2,5,-2,-2,5,-2,-2,-2,840,840,168,7857,167.26,853.26,6836.49,17.20,0.00,87.75,703.05,808
2,1674,352,2,1,4,0,0,3,-2,-2,-2,1312,797,0,1877,0.00,549.23,1154.62,0.00,0.00,73.15,153.79,250
4,4801,1166,1,1,2,0,-2,2,-2,-2,-2,830,830,415,7689,178.65,527.39,1876.21,38.64,494.48,114.07,405.79,1663
2,6866,565,3,2,12,1,-2,12,12,1,-2,3912,2958,2934,16157,363.86,1890.27,13319.94,44.91,0.00,233.29,1643.87,1994
2,5232,866,3,1,5,1,-2,5,-2,-2,-2,1728,1640,984,19050,1478.87,1163.21,12054.36,241.28,621.99,189.78,1966.66,3108
2,526,3575,2,1,5,0,-2,5,5,1,-2,1050,1050,1050,16357,2302.67,2302.19,8303.84,305.91,372.41,305.84,1103.15,2173
2,1105,1266,2,1,5,0,-2,-2,-2,-2,-2,1116,0,0,5083,0.00,727.50,4355.50,0.00,0.00,103.05,616.95,720
3,4611,1302,3,1,7,1,-2,7,-2,-2,-2,2394,1616,228,4431,212.64,1239.42,2978.94,34.50,0.00,201.12,483.38,719
2,2149,2500,4,3,9,0,0,9,9,3,75,2204,1804,1804,16183,5224.27,1223.99,9734.75,646.94,0.00,151.57,1205.49,2004
2,6587,868,3,1,5,1,-2,5,3,1,-2,2111,1727,1036,16449,387.65,1463.93,12256.79,43.65,0.00,164.82,1380.00,1852
2,2811,1952,3,2,7,0,-2,3,-2,-2,-2,3000,1286,857,15173,1186.24,1597.92,8437.38,147.84,243.11,199.15,1051.55,1891
2,4289,1254,3,2,5,0,-2,5,5,3,70,1125,1125,1125,13835,1447.31,1092.20,5410.31,101.06,143.09,76.26,377.76,966
2,510,3236,3,2,6,0,0,6,5,3,78,1806,1556,1556,3518,1427.43,446.20,1054.00,172.04,33.84,53.78,127.03,424
2,5275,818,4,1,7,1,-2,7,-2,-2,-2,3000,2500,857,6278,597.48,898.09,4782.43,128.86,0.00,193.70,1031.45,1354
2,2505,864,3,2,7,0,0,7,7,2,68,2772,2372,2372,5531,1019.18,492.88,4018.94,134.15,0.00,64.87,528.98,728
2,6166,92,2,1,5,0,-2,5,-2,-2,-2,750,750,0,22442,0.00,2462.88,8077.94,0.00,377.52,233.98,767.41,2132
2,6330,600,3,1,7,1,-2,7,7,2,74,3240,2160,2160,11166,620.44,1562.98,7150.75,60.68,179.16,152.87,699.37,1092
2,5459,786,3,1,7,1,-2,7,7,1,-2,2475,1411,1411,4904,237.00,568.36,4098.64,38.23,0.00,91.67,661.10,791
4,1483,542,1,1,3,0,-2,3,-2,-2,-2,803,803,0,1943,0.00,377.88,1393.87,0.00,0.00,53.29,196.56,274
2,1411,1593,4,4,8,0,-2,-2,-2,-2,-2,2205,0,0,13981,0.00,3452.30,10528.70,0.00,0.00,476.72,1453.90,1931
4,4632,1172,3,1,5,0,-2,5,-2,-2,-2,2106,2106,421,5582,110.61,512.79,2263.94,28.04,0.00,129.99,573.89,1415
1,5295,840,2,1,4,-2,-2,4,4,1,-2,980,980,980,7644,424.24,1303.74,3390.39,75.42,449.02,231.79,602.77,1359
3,7649,668,3,1,5,1,-2,5,-2,-2,-2,3643,1822,364,13300,142.44,330.44,8207.54,15.43,183.44,35.80,889.25,1441
4,1616,531,2,1,4,0,-2,-2,-2,-2,-2,1109,0,0,3518,0.00,1215.97,2302.03,0.00,0.00,157.27,297.73,455
2,3085,1598,3,2,6,0,0,6,6,3,72,3080,2680,2680,13975,3235.70,959.13,7185.09,291.73,0.00,86.48,647.82,1260
2,4674,1656,3,2,9,1,0,5,5,3,73,2847,764,764,7189,1049.61,1623.12,4516.27,99.72,0.00,154.21,429.07,683
2,2376,2638,2,1,4,0,-2,4,-2,-2,-2,800,800,400,7512,2133.56,975.93,2024.66,264.14,0.00,120.82,250.66,930
2,5917,724,4,1,7,1,-2,7,-2,-2,-2,2596,1491,852,6774,209.47,538.60,5631.31,38.75,0.00,99.63,1041.64,1253
2,1243,1446,3,2,6,0,0,6,-2,-2,-2,1707,1307,436,7204,1001.52,826.20,5376.28,111.36,0.00,91.86,597.78,801
4,1311,2576,2,1,4,0,-2,4,4,1,-2,1001,1001,1001,7476,893.47,737.70,3130.17,126.68,261.77,104.60,443.82,1060
2,703,4606,3,4,8,0,0,8,8,3,78,5416,4766,4766,34466,16854.90,2333.34,14250.74,1949.27,0.00,269.85,1648.10,3986
3,5421,812,3,1,6,1,-2,6,6,3,70,1609,1073,1073,6260,1293.32,988.56,3596.84,215.90,0.00,165.02,600.43,1045
2,6066,619,3,2,6,1,0,5,5,1,-2,4694,2605,2605,8894,616.56,1722.66,6554.79,115.84,0.00,323.65,1231.51,1671
1,3353,1558,3,2,8,-2,-2,7,4,3,65,1848,1617,924,14973,1376.39,1695.81,6083.43,177.97,304.69,219.27,786.58,1936
2,6504,653,3,1,7,1,0,7,7,2,72,2676,1136,1136,15158,892.12,1161.54,13104.34,77.87,0.00,101.38,1143.76,1323
2,2440,2460,4,2,9,0,0,8,8,3,76,3956,3161,3161,16420,6936.73,848.23,8635.04,1100.50,0.00,134.57,1369.93,2605
2,4607,303,3,2,6,0,-2,6,-2,-2,-2,1248,1248,0,14481,0.00,976.55,6435.51,0.00,211.58,63.59,419.08,943
1,7466,388,3,1,5,-2,-2,5,-2,-2,-2,980,980,196,701,3.21,75.30,344.48,1.17,101.13,27.39,125.31,255
2,1573,2548,2,1,5,0,-2,3,5,2,70,994,596,994,13258,3317.31,1412.42,3505.19,416.85,299.30,177.49,440.46,1666
2,6585,608,3,1,6,1,0,6,6,2,71,2016,1616,1280,9905,307.85,1675.72,7921.43,38.26,0.00,208.26,984.48,1231
3,2207,2846,3,1,6,0,0,6,6,3,70,1866,1466,1466,8622,2966.80,672.06,4983.13,468.32,0.00,106.09,786.60,1361
2,974,3005,2,2,6,0,0,6,6,1,-2,3340,2940,2940,16065,3689.51,991.14,7465.32,397.77,190.12,106.86,804.85,1732
2,844,1743,3,2,6,0,0,5,-2,-2,-2,1136,738,0,7517,0.00,2032.20,5484.80,0.00,0.00,282.51,762.49,1045
2,6852,493,3,1,5,1,0,5,-2,-2,-2,2854,1305,522,7029,138.97,736.87,6153.16,23.49,0.00,124.54,1039.97,1188
2,1720,1652,3,1,5,0,0,5,5,1,-2,2208,1808,1808,9427,1007.97,679.76,6181.17,167.23,0.00,112.78,1025.50,1564
2,3336,1673,3,2,6,0,-2,6,6,3,70,1863,1863,1863,26081,2943.93,829.11,15459.53,214.35,267.22,60.37,1125.63,1899
5,1375,3140,3,2,6,-2,-2,6,6,3,70,1639,1639,1639,13470,5257.08,1185.30,7027.62,650.99,0.00,146.78,870.24,1668
5,3884,1479,2,2,4,-2,-2,4,4,3,80,1026,1026,1026,4067,1198.61,897.69,1970.70,111.70,0.00,83.66,183.65,379
2,895,1622,5,2,8,0,0,8,8,1,-2,3550,3150,3150,19593,2490.64,2044.46,15057.90,367.12,0.00,301.35,2219.53,2888
1,4140,1196,3,2,6,-2,-2,6,6,3,75,1280,1280,1280,20071,1345.65,1051.45,8071.05,128.05,630.94,100.05,768.00,1910
1,6110,1051,3,2,5,-2,-2,5,5,2,65,1216,1216,1216,9814,919.08,783.94,8110.98,87.47,0.00,74.61,771.92,934
3,1146,3256,1,1,2,0,-2,2,2,2,72,409,409,409,17629,4063.83,2245.98,6162.62,426.92,0.00,235.95,647.41,1852
5,2276,2768,2,1,4,-2,-2,4,4,3,75,1096,1096,1096,14505,3660.40,1155.17,3797.58,515.81,428.57,162.78,535.14,2044
3,4511,1663,2,1,5,1,-2,5,-2,-2,-2,2030,1015,406,6777,1677.79,1095.13,3572.63,142.60,0.00,93.08,303.65,576
5,4758,1132,1,1,2,-2,-2,2,-2,-2,-2,478,478,0,1887,0.00,1298.39,588.62,0.00,0.00,355.04,160.96,516
2,783,3644,2,1,5,0,0,4,4,3,75,2880,1984,1984,15571,5970.21,1404.11,5684.36,965.83,253.83,227.15,919.59,2519
2,543,3534,3,2,7,0,-2,7,7,3,68,2006,2006,2006,22567,6914.96,1683.25,9476.97,1042.13,483.73,253.68,1428.24,3401
5,5553,1050,2,1,3,-2,-2,3,3,1,-2,766,766,766,6161,160.95,566.00,2182.46,20.56,140.46,72.30,278.79,787
2,5477,828,3,2,7,1,0,7,5,3,70,2284,1884,586,25811,697.48,1380.91,13809.16,56.53,332.06,111.92,1119.24,2092
2,3872,1557,5,3,7,1,0,7,7,3,73,3036,2636,2636,19344,2665.45,1055.17,10936.92,185.88,149.40,73.59,762.71,1349
2,1719,1403,3,1,5,0,0,5,-2,-2,-2,1908,1508,302,3237,145.97,569.68,2521.35,19.84,0.00,77.44,342.72,440
2,443,3448,2,2,6,0,0,6,6,2,80,1620,1220,1220,9621,2537.95,559.34,4809.21,274.87,132.55,60.58,520.86,1042
4,7998,270,2,1,4,1,-2,4,-2,-2,-2,1071,1071,0,3028,0.00,573.33,2454.67,0.00,0.00,71.19,304.81,376
4,1265,1078,2,1,4,0,-2,4,-2,-2,-2,666,666,0,1844,0.00,423.79,1420.21,0.00,0.00,49.41,165.59,215
3,4280,1257,2,1,3,0,0,3,3,3,71,1305,1055,1055,10965,1063.42,1594.80,3723.20,117.25,177.03,175.84,410.52,1209
4,5978,1048,2,1,5,0,-2,5,5,1,-2,1259,1259,1259,5751,333.00,823.04,4594.96,41.46,0.00,102.47,572.07,716
2,4943,873,4,3,9,1,-2,8,9,3,68,4357,2985,3358,13549,2785.87,1569.45,9193.68,451.12,0.00,254.14,1488.74,2194
2,2467,518,3,2,7,0,0,6,-2,-2,-2,1809,1208,0,6075,0.00,914.47,5160.53,0.00,0.00,108.09,609.97,718
2,4640,290,3,2,6,0,0,6,6,2,65,1732,1332,1332,11538,264.60,1492.82,6661.55,21.97,0.00,123.95,553.11,958
3,4925,1078,3,1,7,1,-2,5,-2,-2,-2,1326,619,248,15459,347.76,1127.19,6808.43,57.86,713.20,187.54,1132.76,2572
2,4156,1389,3,1,6,0,-2,6,-2,-2,-2,1040,1040,0,4117,0.00,886.54,2762.42,0.00,0.00,118.65,369.71,551
2,7154,354,2,1,4,1,-2,4,-2,-2,-2,1800,1800,0,10508,0.00,668.07,4029.68,0.00,368.59,114.63,691.43,1803
5,1962,3548,1,1,4,-2,-2,4,4,3,74,667,667,667,2631,1137.34,282.59,1211.07,172.48,0.00,42.86,183.66,399
2,175,4255,4,2,9,0,0,9,9,3,72,5040,4640,4640,26688,13744.05,1455.60,8537.75,1741.70,295.07,184.46,1081.94,3382
2,6037,1033,4,2,6,1,-2,6,-2,-2,-2,1800,1350,0,8044,0.00,2073.32,5480.69,0.00,0.00,271.15,716.77,1052
2,6950,789,3,1,5,1,0,5,5,3,76,3220,2820,2820,11271,931.31,2593.25,6581.81,117.83,0.00,328.10,832.73,1426
2,5684,1082,3,1,6,0,-2,6,6,1,-2,1896,1896,1896,7003,484.90,898.29,5619.80,64.60,0.00,119.68,748.72,933
2,989,2897,3,2,5,0,0,5,5,3,70,2891,2491,2491,22121,6719.97,1747.98,9475.24,981.82,383.01,255.39,1384.39,3232
5,4434,1436,3,2,4,-2,-2,4,4,3,68,1160,1160,1160,12862,1026.07,500.80,5673.81,72.12,174.15,35.20,398.78,904
2,4667,1284,3,2,5,1,-2,5,5,3,74,2557,1437,1437,24563,1792.88,1861.53,17453.49,168.35,212.40,174.79,1638.84,2306
3,4726,1142,3,1,6,1,-2,6,-2,-2,-2,1728,1728,768,6139,1798.58,931.24,3409.18,308.80,0.00,159.88,585.32,1054
2,8396,118,4,2,8,1,0,8,-2,-2,-2,2277,1877,195,8046,228.29,2107.30,5710.41,41.57,0.00,383.69,1039.74,1465
2,5272,1034,2,1,6,0,0,6,-2,-2,-2,1536,1286,429,8234,1137.28,3281.53,3815.20,139.64,0.00,402.92,468.44,1011
2,5916,777,2,1,4,1,-2,4,-2,-2,-2,2160,1080,540,4522,857.59,1355.46,2308.96,143.75,0.00,227.21,387.04,758
4,5779,779,2,1,7,0,-2,5,-2,-2,-2,1232,748,88,3579,98.33,711.17,2265.34,9.62,0.00,69.55,221.53,350
2,7435,316,3,1,5,1,-2,4,-2,-2,-2,2200,880,440,22822,434.47,859.30,13757.45,67.45,636.43,133.40,2135.77,3543
2,4604,1506,5,3,8,1,0,7,7,3,75,3573,2295,2295,20791,3489.56,2326.35,14285.32,316.04,0.00,210.69,1293.79,1883
2,840,1767,3,2,4,0,-2,2,-2,-2,-2,1440,720,1080,4942,893.72,898.80,3149.48,114.63,0.00,115.28,403.94,634
2,4605,302,3,1,6,0,0,6,-2,-2,-2,1570,1170,195,13453,46.99,760.48,6050.34,4.20,291.07,68.00,541.04,1203
2,1975,2171,3,2,6,0,0,6,6,3,74,2220,1820,1820,27328,5171.76,2510.37,13430.88,590.07,481.03,286.42,1532.40,3118
2,626,4892,4,4,8,0,0,8,8,2,78,6240,5590,6240,51043,25626.22,3436.73,18437.01,3414.96,472.15,457.98,2456.92,6802
